,ticker,datePurchased,quantity,costBasis,totalCost,date,stockclosevalue,tickername_x,splitdate,stocksplits,tickername_y,nextsplitdate,cumQuantity
42,AAPL,2021-02-12,0.0,0.0,0.0,2021-02-12,135.3699951171875,AAPL,,,,,
43,AAPL,2021-02-13,0.0,0.0,0.0,,,,,,,,
44,AAPL,2021-02-14,0.0,0.0,0.0,,,,,,,,
45,AAPL,2021-02-15,0.0,0.0,0.0,,,,,,,,
46,AAPL,2021-02-16,0.0,0.0,0.0,2021-02-16,133.19000244140625,AAPL,,,,,
47,AAPL,2021-02-17,0.0,0.0,0.0,2021-02-17,130.83999633789062,AAPL,,,,,
48,AAPL,2021-02-18,0.0,0.0,0.0,2021-02-18,129.7100067138672,AAPL,,,,,
49,AAPL,2021-02-19,0.0,0.0,0.0,2021-02-19,129.8699951171875,AAPL,,,,,
50,AAPL,2021-02-20,0.0,0.0,0.0,,,,,,,,
51,AAPL,2021-02-21,0.0,0.0,0.0,,,,,,,,
52,AAPL,2021-02-22,0.0,0.0,0.0,2021-02-22,126.0,AAPL,,,,,
53,AAPL,2021-02-23,0.0,0.0,0.0,2021-02-23,125.86000061035156,AAPL,,,,,
54,AAPL,2021-02-24,0.0,0.0,0.0,2021-02-24,125.3499984741211,AAPL,,,,,
55,AAPL,2021-02-25,0.0,0.0,0.0,2021-02-25,120.98999786376953,AAPL,,,,,
56,AAPL,2021-02-26,0.0,0.0,0.0,2021-02-26,121.26000213623047,AAPL,,,,,
57,AAPL,2021-02-27,0.0,0.0,0.0,,,,,,,,
58,AAPL,2021-02-28,0.0,0.0,0.0,,,,,,,,
59,AAPL,2021-03-01,0.0,0.0,0.0,2021-03-01,127.79000091552734,AAPL,,,,,
60,AAPL,2021-03-02,0.0,0.0,0.0,2021-03-02,125.12000274658203,AAPL,,,,,
61,AAPL,2021-03-03,0.0,0.0,0.0,2021-03-03,122.05999755859375,AAPL,,,,,
62,AAPL,2021-03-04,0.0,0.0,0.0,2021-03-04,120.12999725341797,AAPL,,,,,
63,AAPL,2021-03-05,0.0,0.0,0.0,2021-03-05,121.41999816894531,AAPL,,,,,
64,AAPL,2021-03-06,0.0,0.0,0.0,,,,,,,,
65,AAPL,2021-03-07,0.0,0.0,0.0,,,,,,,,
66,AAPL,2021-03-08,0.0,0.0,0.0,2021-03-08,116.36000061035156,AAPL,,,,,
67,AAPL,2021-03-09,0.0,0.0,0.0,2021-03-09,121.08999633789062,AAPL,,,,,
68,AAPL,2021-03-10,0.0,0.0,0.0,2021-03-10,119.9800033569336,AAPL,,,,,
69,AAPL,2021-03-11,0.0,0.0,0.0,2021-03-11,121.95999908447266,AAPL,,,,,
70,AAPL,2021-03-12,0.0,0.0,0.0,2021-03-12,121.02999877929688,AAPL,,,,,
71,AAPL,2021-03-13,0.0,0.0,0.0,,,,,,,,
72,AAPL,2021-03-14,0.0,0.0,0.0,,,,,,,,
73,AAPL,2021-03-15,0.0,0.0,0.0,2021-03-15,123.98999786376953,AAPL,,,,,
74,AAPL,2021-03-16,0.0,0.0,0.0,2021-03-16,125.56999969482422,AAPL,,,,,
75,AAPL,2021-03-17,0.0,0.0,0.0,2021-03-17,124.76000213623047,AAPL,,,,,
76,AAPL,2021-03-18,0.0,0.0,0.0,2021-03-18,120.52999877929688,AAPL,,,,,
77,AAPL,2021-03-19,0.0,0.0,0.0,2021-03-19,119.98999786376953,AAPL,,,,,
78,AAPL,2021-03-20,0.0,0.0,0.0,,,,,,,,
79,AAPL,2021-03-21,0.0,0.0,0.0,,,,,,,,
80,AAPL,2021-03-22,0.0,0.0,0.0,2021-03-22,123.38999938964844,AAPL,,,,,
81,AAPL,2021-03-23,0.0,0.0,0.0,2021-03-23,122.54000091552734,AAPL,,,,,
82,AAPL,2021-03-24,0.0,0.0,0.0,2021-03-24,120.08999633789062,AAPL,,,,,
83,AAPL,2021-03-25,0.0,0.0,0.0,2021-03-25,120.58999633789062,AAPL,,,,,
84,AAPL,2021-03-26,0.0,0.0,0.0,2021-03-26,121.20999908447266,AAPL,,,,,
85,AAPL,2021-03-27,0.0,0.0,0.0,,,,,,,,
86,AAPL,2021-03-28,0.0,0.0,0.0,,,,,,,,
87,AAPL,2021-03-29,0.0,0.0,0.0,2021-03-29,121.38999938964844,AAPL,,,,,
88,AAPL,2021-03-30,12.3,189.23,2327.529,2021-03-30,119.9000015258789,AAPL,,,,,
89,AAPL,2021-03-30,0.0,0.0,0.0,2021-03-30,119.9000015258789,AAPL,,,,,
90,AAPL,2021-03-31,0.0,0.0,0.0,2021-03-31,122.1500015258789,AAPL,,,,,
91,AAPL,2021-04-01,0.0,0.0,0.0,2021-04-01,123.0,AAPL,,,,,
