,ticker,datePurchased,quantity,costBasis,totalCost,date,stockclosevalue,tickername_x,splitdate,stocksplits,tickername_y,nextsplitdate,cumQuantity
92,AAPL,2021-04-02,0.0,0.0,0.0,,,,,,,,
93,AAPL,2021-04-03,0.0,0.0,0.0,,,,,,,,
94,AAPL,2021-04-04,0.0,0.0,0.0,,,,,,,,
95,AAPL,2021-04-05,0.0,0.0,0.0,2021-04-05,125.9000015258789,AAPL,,,,,
96,AAPL,2021-04-06,0.0,0.0,0.0,2021-04-06,126.20999908447266,AAPL,,,,,
97,AAPL,2021-04-07,0.0,0.0,0.0,2021-04-07,127.9000015258789,AAPL,,,,,
98,AAPL,2021-04-08,0.0,0.0,0.0,2021-04-08,130.36000061035156,AAPL,,,,,
99,AAPL,2021-04-09,0.0,0.0,0.0,2021-04-09,133.0,AAPL,,,,,
100,AAPL,2021-04-10,0.0,0.0,0.0,,,,,,,,
101,AAPL,2021-04-11,0.0,0.0,0.0,,,,,,,,
102,AAPL,2021-04-12,0.0,0.0,0.0,2021-04-12,131.24000549316406,AAPL,,,,,
103,AAPL,2021-04-13,0.0,0.0,0.0,2021-04-13,134.42999267578125,AAPL,,,,,
104,AAPL,2021-04-14,0.0,0.0,0.0,2021-04-14,132.02999877929688,AAPL,,,,,
105,AAPL,2021-04-15,0.0,0.0,0.0,2021-04-15,134.5,AAPL,,,,,
106,AAPL,2021-04-16,0.0,0.0,0.0,2021-04-16,134.16000366210938,AAPL,,,,,
107,AAPL,2021-04-17,0.0,0.0,0.0,,,,,,,,
108,AAPL,2021-04-18,0.0,0.0,0.0,,,,,,,,
109,AAPL,2021-04-19,0.0,0.0,0.0,2021-04-19,134.83999633789062,AAPL,,,,,
110,AAPL,2021-04-20,0.0,0.0,0.0,2021-04-20,133.11000061035156,AAPL,,,,,
111,AAPL,2021-04-21,0.0,0.0,0.0,2021-04-21,133.5,AAPL,,,,,
112,AAPL,2021-04-22,0.0,0.0,0.0,2021-04-22,131.94000244140625,AAPL,,,,,
113,AAPL,2021-04-23,0.0,0.0,0.0,2021-04-23,134.32000732421875,AAPL,,,,,
114,AAPL,2021-04-24,0.0,0.0,0.0,,,,,,,,
115,AAPL,2021-04-25,0.0,0.0,0.0,,,,,,,,
116,AAPL,2021-04-26,0.0,0.0,0.0,2021-04-26,134.72000122070312,AAPL,,,,,
117,AAPL,2021-04-27,0.0,0.0,0.0,2021-04-27,134.38999938964844,AAPL,,,,,
118,AAPL,2021-04-28,0.0,0.0,0.0,2021-04-28,133.5800018310547,AAPL,,,,,
119,AAPL,2021-04-29,0.0,0.0,0.0,2021-04-29,133.47999572753906,AAPL,,,,,
120,AAPL,2021-04-30,0.0,0.0,0.0,2021-04-30,131.4600067138672,AAPL,,,,,
121,AAPL,2021-05-01,0.0,0.0,0.0,,,,,,,,
122,AAPL,2021-05-02,0.0,0.0,0.0,,,,,,,,
123,AAPL,2021-05-03,0.0,0.0,0.0,2021-05-03,132.5399932861328,AAPL,,,,,
124,AAPL,2021-05-04,0.0,0.0,0.0,2021-05-04,127.8499984741211,AAPL,,,,,
125,AAPL,2021-05-05,0.0,0.0,0.0,2021-05-05,128.10000610351562,AAPL,,,,,
126,AAPL,2021-05-06,0.0,0.0,0.0,2021-05-06,129.74000549316406,AAPL,,,,,
127,AAPL,2021-05-07,0.0,0.0,0.0,2021-05-07,130.2100067138672,AAPL,,,,,
128,AAPL,2021-05-08,0.0,0.0,0.0,,,,,,,,
129,AAPL,2021-05-09,0.0,0.0,0.0,,,,,,,,
130,AAPL,2021-05-10,0.0,0.0,0.0,2021-05-10,126.8499984741211,AAPL,,,,,
131,AAPL,2021-05-11,0.0,0.0,0.0,2021-05-11,125.91000366210938,AAPL,,,,,
132,AAPL,2021-05-12,0.0,0.0,0.0,2021-05-12,122.7699966430664,AAPL,,,,,
133,AAPL,2021-05-13,0.0,0.0,0.0,2021-05-13,124.97000122070312,AAPL,,,,,
134,AAPL,2021-05-14,0.0,0.0,0.0,2021-05-14,127.44999694824219,AAPL,,,,,
135,AAPL,2021-05-15,0.0,0.0,0.0,,,,,,,,
136,AAPL,2021-05-16,0.0,0.0,0.0,,,,,,,,
137,AAPL,2021-05-17,0.0,0.0,0.0,2021-05-17,126.2699966430664,AAPL,,,,,
138,AAPL,2021-05-18,0.0,0.0,0.0,2021-05-18,124.8499984741211,AAPL,,,,,
139,AAPL,2021-05-19,0.0,0.0,0.0,2021-05-19,124.69000244140625,AAPL,,,,,
140,AAPL,2021-05-20,0.0,0.0,0.0,2021-05-20,127.30999755859375,AAPL,,,,,
141,AAPL,2021-05-21,0.0,0.0,0.0,2021-05-21,125.43000030517578,AAPL,,,,,
142,AAPL,2021-05-22,0.0,0.0,0.0,,,,,,,,
143,AAPL,2021-05-23,0.0,0.0,0.0,,,,,,,,
144,AAPL,2021-05-24,0.0,0.0,0.0,2021-05-24,127.0999984741211,AAPL,,,,,
145,AAPL,2021-05-25,0.0,0.0,0.0,2021-05-25,126.9000015258789,AAPL,,,,,
146,AAPL,2021-05-26,0.0,0.0,0.0,2021-05-26,126.8499984741211,AAPL,,,,,
147,AAPL,2021-05-27,0.0,0.0,0.0,2021-05-27,125.27999877929688,AAPL,,,,,
148,AAPL,2021-05-28,0.0,0.0,0.0,2021-05-28,124.61000061035156,AAPL,,,,,
149,AAPL,2021-05-29,0.0,0.0,0.0,,,,,,,,
150,AAPL,2021-05-30,0.0,0.0,0.0,,,,,,,,
151,AAPL,2021-05-31,0.0,0.0,0.0,,,,,,,,
152,AAPL,2021-06-01,0.0,0.0,0.0,2021-06-01,124.27999877929688,AAPL,,,,,
153,AAPL,2021-06-02,0.0,0.0,0.0,2021-06-02,125.05999755859375,AAPL,,,,,
154,AAPL,2021-06-03,0.0,0.0,0.0,2021-06-03,123.54000091552734,AAPL,,,,,
155,AAPL,2021-06-04,0.0,0.0,0.0,2021-06-04,125.88999938964844,AAPL,,,,,
156,AAPL,2021-06-05,0.0,0.0,0.0,,,,,,,,
157,AAPL,2021-06-06,0.0,0.0,0.0,,,,,,,,
158,AAPL,2021-06-07,0.0,0.0,0.0,2021-06-07,125.9000015258789,AAPL,,,,,
159,AAPL,2021-06-08,0.0,0.0,0.0,2021-06-08,126.73999786376953,AAPL,,,,,
160,AAPL,2021-06-09,0.0,0.0,0.0,2021-06-09,127.12999725341797,AAPL,,,,,
161,AAPL,2021-06-10,0.0,0.0,0.0,2021-06-10,126.11000061035156,AAPL,,,,,
162,AAPL,2021-06-11,0.0,0.0,0.0,2021-06-11,127.3499984741211,AAPL,,,,,
163,AAPL,2021-06-12,0.0,0.0,0.0,,,,,,,,
164,AAPL,2021-06-13,0.0,0.0,0.0,,,,,,,,
165,AAPL,2021-06-14,0.0,0.0,0.0,2021-06-14,130.47999572753906,AAPL,,,,,
166,AAPL,2021-06-15,0.0,0.0,0.0,2021-06-15,129.63999938964844,AAPL,,,,,
167,AAPL,2021-06-16,0.0,0.0,0.0,2021-06-16,130.14999389648438,AAPL,,,,,
168,AAPL,2021-06-17,0.0,0.0,0.0,2021-06-17,131.7899932861328,AAPL,,,,,
169,AAPL,2021-06-18,0.0,0.0,0.0,2021-06-18,130.4600067138672,AAPL,,,,,
170,AAPL,2021-06-19,0.0,0.0,0.0,,,,,,,,
171,AAPL,2021-06-20,0.0,0.0,0.0,,,,,,,,
172,AAPL,2021-06-21,0.0,0.0,0.0,2021-06-21,132.3000030517578,AAPL,,,,,
173,AAPL,2021-06-22,0.0,0.0,0.0,2021-06-22,133.97999572753906,AAPL,,,,,
174,AAPL,2021-06-23,0.0,0.0,0.0,2021-06-23,133.6999969482422,AAPL,,,,,
175,AAPL,2021-06-24,0.0,0.0,0.0,2021-06-24,133.41000366210938,AAPL,,,,,
176,AAPL,2021-06-25,0.0,0.0,0.0,2021-06-25,133.11000061035156,AAPL,,,,,
177,AAPL,2021-06-26,0.0,0.0,0.0,,,,,,,,
178,AAPL,2021-06-27,0.0,0.0,0.0,,,,,,,,
179,AAPL,2021-06-28,0.0,0.0,0.0,2021-06-28,134.77999877929688,AAPL,,,,,
180,AAPL,2021-06-29,0.0,0.0,0.0,2021-06-29,136.3300018310547,AAPL,,,,,
181,AAPL,2021-06-30,0.0,0.0,0.0,2021-06-30,136.9600067138672,AAPL,,,,,
182,AAPL,2021-07-01,0.0,0.0,0.0,2021-07-01,137.27000427246094,AAPL,,,,,
183,AAPL,2021-07-02,0.0,0.0,0.0,2021-07-02,139.9600067138672,AAPL,,,,,
184,AAPL,2021-07-03,0.0,0.0,0.0,,,,,,,,
185,AAPL,2021-07-04,0.0,0.0,0.0,,,,,,,,
186,AAPL,2021-07-05,0.0,0.0,0.0,,,,,,,,
187,AAPL,2021-07-06,0.0,0.0,0.0,2021-07-06,142.02000427246094,AAPL,,,,,
188,AAPL,2021-07-07,0.0,0.0,0.0,2021-07-07,144.57000732421875,AAPL,,,,,
189,AAPL,2021-07-08,0.0,0.0,0.0,2021-07-08,143.24000549316406,AAPL,,,,,
190,AAPL,2021-07-09,0.0,0.0,0.0,2021-07-09,145.11000061035156,AAPL,,,,,
191,AAPL,2021-07-10,0.0,0.0,0.0,,,,,,,,
192,AAPL,2021-07-11,0.0,0.0,0.0,,,,,,,,
193,AAPL,2021-07-12,0.0,0.0,0.0,2021-07-12,144.5,AAPL,,,,,
194,AAPL,2021-07-13,0.0,0.0,0.0,2021-07-13,145.63999938964844,AAPL,,,,,
195,AAPL,2021-07-14,0.0,0.0,0.0,2021-07-14,149.14999389648438,AAPL,,,,,
196,AAPL,2021-07-15,0.0,0.0,0.0,2021-07-15,148.47999572753906,AAPL,,,,,
197,AAPL,2021-07-16,0.0,0.0,0.0,2021-07-16,146.38999938964844,AAPL,,,,,
198,AAPL,2021-07-17,0.0,0.0,0.0,,,,,,,,
199,AAPL,2021-07-18,0.0,0.0,0.0,,,,,,,,
200,AAPL,2021-07-19,0.0,0.0,0.0,2021-07-19,142.4499969482422,AAPL,,,,,
201,AAPL,2021-07-20,0.0,0.0,0.0,2021-07-20,146.14999389648438,AAPL,,,,,
202,AAPL,2021-07-21,0.0,0.0,0.0,2021-07-21,145.39999389648438,AAPL,,,,,
203,AAPL,2021-07-22,0.0,0.0,0.0,2021-07-22,146.8000030517578,AAPL,,,,,
204,AAPL,2021-07-23,0.0,0.0,0.0,2021-07-23,148.55999755859375,AAPL,,,,,
205,AAPL,2021-07-24,0.0,0.0,0.0,,,,,,,,
206,AAPL,2021-07-25,0.0,0.0,0.0,,,,,,,,
207,AAPL,2021-07-26,0.0,0.0,0.0,2021-07-26,148.99000549316406,AAPL,,,,,
208,AAPL,2021-07-27,0.0,0.0,0.0,2021-07-27,146.77000427246094,AAPL,,,,,
209,AAPL,2021-07-28,0.0,0.0,0.0,2021-07-28,144.97999572753906,AAPL,,,,,
210,AAPL,2021-07-29,0.0,0.0,0.0,2021-07-29,145.63999938964844,AAPL,,,,,
211,AAPL,2021-07-30,0.0,0.0,0.0,2021-07-30,145.86000061035156,AAPL,,,,,
212,AAPL,2021-07-31,0.0,0.0,0.0,,,,,,,,
213,AAPL,2021-08-01,0.0,0.0,0.0,,,,,,,,
214,AAPL,2021-08-02,0.0,0.0,0.0,2021-08-02,145.52000427246094,AAPL,,,,,
215,AAPL,2021-08-03,0.0,0.0,0.0,2021-08-03,147.36000061035156,AAPL,,,,,
216,AAPL,2021-08-04,0.0,0.0,0.0,2021-08-04,146.9499969482422,AAPL,,,,,
217,AAPL,2021-08-05,0.0,0.0,0.0,2021-08-05,147.05999755859375,AAPL,,,,,
218,AAPL,2021-08-06,0.0,0.0,0.0,2021-08-06,146.13999938964844,AAPL,,,,,
219,AAPL,2021-08-07,0.0,0.0,0.0,,,,,,,,
220,AAPL,2021-08-08,0.0,0.0,0.0,,,,,,,,
221,AAPL,2021-08-09,0.0,0.0,0.0,2021-08-09,146.08999633789062,AAPL,,,,,
222,AAPL,2021-08-10,0.0,0.0,0.0,2021-08-10,145.60000610351562,AAPL,,,,,
223,AAPL,2021-08-11,0.0,0.0,0.0,2021-08-11,145.86000061035156,AAPL,,,,,
224,AAPL,2021-08-12,0.0,0.0,0.0,2021-08-12,148.88999938964844,AAPL,,,,,
225,AAPL,2021-08-13,0.0,0.0,0.0,2021-08-13,149.10000610351562,AAPL,,,,,
226,AAPL,2021-08-14,0.0,0.0,0.0,,,,,,,,
227,AAPL,2021-08-15,0.0,0.0,0.0,,,,,,,,
228,AAPL,2021-08-16,0.0,0.0,0.0,2021-08-16,151.1199951171875,AAPL,,,,,
229,AAPL,2021-08-17,0.0,0.0,0.0,2021-08-17,150.19000244140625,AAPL,,,,,
230,AAPL,2021-08-18,0.0,0.0,0.0,2021-08-18,146.36000061035156,AAPL,,,,,
231,AAPL,2021-08-19,0.0,0.0,0.0,2021-08-19,146.6999969482422,AAPL,,,,,
232,AAPL,2021-08-20,0.0,0.0,0.0,2021-08-20,148.19000244140625,AAPL,,,,,
233,AAPL,2021-08-21,0.0,0.0,0.0,,,,,,,,
234,AAPL,2021-08-22,0.0,0.0,0.0,,,,,,,,
235,AAPL,2021-08-23,0.0,0.0,0.0,2021-08-23,149.7100067138672,AAPL,,,,,
236,AAPL,2021-08-24,0.0,0.0,0.0,2021-08-24,149.6199951171875,AAPL,,,,,
237,AAPL,2021-08-25,0.0,0.0,0.0,2021-08-25,148.36000061035156,AAPL,,,,,
238,AAPL,2021-08-26,0.0,0.0,0.0,2021-08-26,147.5399932861328,AAPL,,,,,
239,AAPL,2021-08-27,0.0,0.0,0.0,2021-08-27,148.60000610351562,AAPL,,,,,
240,AAPL,2021-08-28,0.0,0.0,0.0,,,,,,,,
241,AAPL,2021-08-29,0.0,0.0,0.0,,,,,,,,
242,AAPL,2021-08-30,0.0,0.0,0.0,2021-08-30,153.1199951171875,AAPL,,,,,
243,AAPL,2021-08-31,0.0,0.0,0.0,2021-08-31,151.8300018310547,AAPL,,,,,
244,AAPL,2021-09-01,0.0,0.0,0.0,2021-09-01,152.50999450683594,AAPL,,,,,
245,AAPL,2021-09-02,0.0,0.0,0.0,2021-09-02,153.64999389648438,AAPL,,,,,
246,AAPL,2021-09-03,0.0,0.0,0.0,2021-09-03,154.3000030517578,AAPL,,,,,
247,AAPL,2021-09-04,0.0,0.0,0.0,,,,,,,,
248,AAPL,2021-09-05,0.0,0.0,0.0,,,,,,,,
249,AAPL,2021-09-06,0.0,0.0,0.0,,,,,,,,
250,AAPL,2021-09-07,0.0,0.0,0.0,2021-09-07,156.69000244140625,AAPL,,,,,
251,AAPL,2021-09-08,0.0,0.0,0.0,2021-09-08,155.11000061035156,AAPL,,,,,
252,AAPL,2021-09-09,0.0,0.0,0.0,2021-09-09,154.07000732421875,AAPL,,,,,
253,AAPL,2021-09-10,0.0,0.0,0.0,2021-09-10,148.97000122070312,AAPL,,,,,
254,AAPL,2021-09-11,0.0,0.0,0.0,,,,,,,,
255,AAPL,2021-09-12,0.0,0.0,0.0,,,,,,,,
256,AAPL,2021-09-13,0.0,0.0,0.0,2021-09-13,149.5500030517578,AAPL,,,,,
257,AAPL,2021-09-14,0.0,0.0,0.0,2021-09-14,148.1199951171875,AAPL,,,,,
258,AAPL,2021-09-15,0.0,0.0,0.0,2021-09-15,149.02999877929688,AAPL,,,,,
259,AAPL,2021-09-16,0.0,0.0,0.0,2021-09-16,148.7899932861328,AAPL,,,,,
260,AAPL,2021-09-17,0.0,0.0,0.0,2021-09-17,146.05999755859375,AAPL,,,,,
261,AAPL,2021-09-18,0.0,0.0,0.0,,,,,,,,
262,AAPL,2021-09-19,0.0,0.0,0.0,,,,,,,,
263,AAPL,2021-09-20,0.0,0.0,0.0,2021-09-20,142.94000244140625,AAPL,,,,,
264,AAPL,2021-09-21,0.0,0.0,0.0,2021-09-21,143.42999267578125,AAPL,,,,,
265,AAPL,2021-09-22,0.0,0.0,0.0,2021-09-22,145.85000610351562,AAPL,,,,,
266,AAPL,2021-09-23,0.0,0.0,0.0,2021-09-23,146.8300018310547,AAPL,,,,,
267,AAPL,2021-09-24,0.0,0.0,0.0,2021-09-24,146.9199981689453,AAPL,,,,,
268,AAPL,2021-09-25,0.0,0.0,0.0,,,,,,,,
269,AAPL,2021-09-26,0.0,0.0,0.0,,,,,,,,
270,AAPL,2021-09-27,0.0,0.0,0.0,2021-09-27,145.3699951171875,AAPL,,,,,
271,AAPL,2021-09-28,0.0,0.0,0.0,2021-09-28,141.91000366210938,AAPL,,,,,
272,AAPL,2021-09-29,0.0,0.0,0.0,2021-09-29,142.8300018310547,AAPL,,,,,
273,AAPL,2021-09-30,0.0,0.0,0.0,2021-09-30,141.5,AAPL,,,,,
274,AAPL,2021-10-01,0.0,0.0,0.0,2021-10-01,142.64999389648438,AAPL,,,,,
275,AAPL,2021-10-02,0.0,0.0,0.0,,,,,,,,
276,AAPL,2021-10-03,0.0,0.0,0.0,,,,,,,,
277,AAPL,2021-10-04,0.0,0.0,0.0,2021-10-04,139.13999938964844,AAPL,,,,,
278,AAPL,2021-10-05,0.0,0.0,0.0,2021-10-05,141.11000061035156,AAPL,,,,,
279,AAPL,2021-10-06,0.0,0.0,0.0,2021-10-06,142.0,AAPL,,,,,
280,AAPL,2021-10-07,0.0,0.0,0.0,2021-10-07,143.2899932861328,AAPL,,,,,
281,AAPL,2021-10-08,0.0,0.0,0.0,2021-10-08,142.89999389648438,AAPL,,,,,
282,AAPL,2021-10-09,0.0,0.0,0.0,,,,,,,,
283,AAPL,2021-10-10,0.0,0.0,0.0,,,,,,,,
284,AAPL,2021-10-11,0.0,0.0,0.0,2021-10-11,142.80999755859375,AAPL,,,,,
285,AAPL,2021-10-12,0.0,0.0,0.0,2021-10-12,141.50999450683594,AAPL,,,,,
286,AAPL,2021-10-13,0.0,0.0,0.0,2021-10-13,140.91000366210938,AAPL,,,,,
287,AAPL,2021-10-14,0.0,0.0,0.0,2021-10-14,143.75999450683594,AAPL,,,,,
288,AAPL,2021-10-15,0.0,0.0,0.0,2021-10-15,144.83999633789062,AAPL,,,,,
289,AAPL,2021-10-16,0.0,0.0,0.0,,,,,,,,
290,AAPL,2021-10-17,0.0,0.0,0.0,,,,,,,,
291,AAPL,2021-10-18,0.0,0.0,0.0,2021-10-18,146.5500030517578,AAPL,,,,,
292,AAPL,2021-10-19,0.0,0.0,0.0,2021-10-19,148.75999450683594,AAPL,,,,,
293,AAPL,2021-10-20,0.0,0.0,0.0,2021-10-20,149.25999450683594,AAPL,,,,,
294,AAPL,2021-10-21,0.0,0.0,0.0,2021-10-21,149.47999572753906,AAPL,,,,,
295,AAPL,2021-10-22,0.0,0.0,0.0,2021-10-22,148.69000244140625,AAPL,,,,,
296,AAPL,2021-10-23,0.0,0.0,0.0,,,,,,,,
297,AAPL,2021-10-24,0.0,0.0,0.0,,,,,,,,
298,AAPL,2021-10-25,0.0,0.0,0.0,2021-10-25,148.63999938964844,AAPL,,,,,
299,AAPL,2021-10-26,0.0,0.0,0.0,2021-10-26,149.32000732421875,AAPL,,,,,
300,AAPL,2021-10-27,0.0,0.0,0.0,2021-10-27,148.85000610351562,AAPL,,,,,
301,AAPL,2021-10-28,0.0,0.0,0.0,2021-10-28,152.57000732421875,AAPL,,,,,
302,AAPL,2021-10-29,0.0,0.0,0.0,2021-10-29,149.8000030517578,AAPL,,,,,
303,AAPL,2021-10-30,0.0,0.0,0.0,,,,,,,,
304,AAPL,2021-10-31,0.0,0.0,0.0,,,,,,,,
305,AAPL,2021-11-01,0.0,0.0,0.0,2021-11-01,148.9600067138672,AAPL,,,,,
306,AAPL,2021-11-02,0.0,0.0,0.0,2021-11-02,150.02000427246094,AAPL,,,,,
307,AAPL,2021-11-03,0.0,0.0,0.0,2021-11-03,151.49000549316406,AAPL,,,,,
308,AAPL,2021-11-04,0.0,0.0,0.0,2021-11-04,150.9600067138672,AAPL,,,,,
309,AAPL,2021-11-05,0.0,0.0,0.0,2021-11-05,151.27999877929688,AAPL,,,,,
310,AAPL,2021-11-06,0.0,0.0,0.0,,,,,,,,
311,AAPL,2021-11-07,0.0,0.0,0.0,,,,,,,,
312,AAPL,2021-11-08,0.0,0.0,0.0,2021-11-08,150.44000244140625,AAPL,,,,,
313,AAPL,2021-11-09,0.0,0.0,0.0,2021-11-09,150.80999755859375,AAPL,,,,,
314,AAPL,2021-11-10,0.0,0.0,0.0,2021-11-10,147.9199981689453,AAPL,,,,,
315,AAPL,2021-11-11,0.0,0.0,0.0,2021-11-11,147.8699951171875,AAPL,,,,,
316,AAPL,2021-11-12,0.0,0.0,0.0,2021-11-12,149.99000549316406,AAPL,,,,,
317,AAPL,2021-11-13,0.0,0.0,0.0,,,,,,,,
318,AAPL,2021-11-14,0.0,0.0,0.0,,,,,,,,
319,AAPL,2021-11-15,0.0,0.0,0.0,2021-11-15,150.0,AAPL,,,,,
320,AAPL,2021-11-16,0.0,0.0,0.0,2021-11-16,151.0,AAPL,,,,,
321,AAPL,2021-11-17,0.0,0.0,0.0,2021-11-17,153.49000549316406,AAPL,,,,,
322,AAPL,2021-11-18,0.0,0.0,0.0,2021-11-18,157.8699951171875,AAPL,,,,,
323,AAPL,2021-11-19,0.0,0.0,0.0,2021-11-19,160.5500030517578,AAPL,,,,,
324,AAPL,2021-11-20,0.0,0.0,0.0,,,,,,,,
325,AAPL,2021-11-21,0.0,0.0,0.0,,,,,,,,
326,AAPL,2021-11-22,0.0,0.0,0.0,2021-11-22,161.02000427246094,AAPL,,,,,
327,AAPL,2021-11-23,0.0,0.0,0.0,2021-11-23,161.41000366210938,AAPL,,,,,
328,AAPL,2021-11-24,0.0,0.0,0.0,2021-11-24,161.94000244140625,AAPL,,,,,
329,AAPL,2021-11-25,0.0,0.0,0.0,,,,,,,,
330,AAPL,2021-11-26,0.0,0.0,0.0,2021-11-26,156.80999755859375,AAPL,,,,,
331,AAPL,2021-11-27,0.0,0.0,0.0,,,,,,,,
332,AAPL,2021-11-28,0.0,0.0,0.0,,,,,,,,
333,AAPL,2021-11-29,0.0,0.0,0.0,2021-11-29,160.24000549316406,AAPL,,,,,
334,AAPL,2021-11-30,0.0,0.0,0.0,2021-11-30,165.3000030517578,AAPL,,,,,
335,AAPL,2021-12-01,0.0,0.0,0.0,2021-12-01,164.77000427246094,AAPL,,,,,
336,AAPL,2021-12-02,0.0,0.0,0.0,2021-12-02,163.75999450683594,AAPL,,,,,
337,AAPL,2021-12-03,0.0,0.0,0.0,2021-12-03,161.83999633789062,AAPL,,,,,
338,AAPL,2021-12-04,0.0,0.0,0.0,,,,,,,,
339,AAPL,2021-12-05,0.0,0.0,0.0,,,,,,,,
340,AAPL,2021-12-06,0.0,0.0,0.0,2021-12-06,165.32000732421875,AAPL,,,,,
341,AAPL,2021-12-07,0.0,0.0,0.0,2021-12-07,171.17999267578125,AAPL,,,,,
342,AAPL,2021-12-08,0.0,0.0,0.0,2021-12-08,175.0800018310547,AAPL,,,,,
343,AAPL,2021-12-09,0.0,0.0,0.0,2021-12-09,174.55999755859375,AAPL,,,,,
344,AAPL,2021-12-10,0.0,0.0,0.0,2021-12-10,179.4499969482422,AAPL,,,,,
345,AAPL,2021-12-11,0.0,0.0,0.0,,,,,,,,
346,AAPL,2021-12-12,0.0,0.0,0.0,,,,,,,,
347,AAPL,2021-12-13,0.0,0.0,0.0,2021-12-13,175.74000549316406,AAPL,,,,,
348,AAPL,2021-12-14,0.0,0.0,0.0,2021-12-14,174.3300018310547,AAPL,,,,,
349,AAPL,2021-12-15,0.0,0.0,0.0,2021-12-15,179.3000030517578,AAPL,,,,,
350,AAPL,2021-12-16,0.0,0.0,0.0,2021-12-16,172.25999450683594,AAPL,,,,,
351,AAPL,2021-12-17,0.0,0.0,0.0,2021-12-17,171.13999938964844,AAPL,,,,,
352,AAPL,2021-12-18,0.0,0.0,0.0,,,,,,,,
353,AAPL,2021-12-19,0.0,0.0,0.0,,,,,,,,
354,AAPL,2021-12-20,0.0,0.0,0.0,2021-12-20,169.75,AAPL,,,,,
355,AAPL,2021-12-21,0.0,0.0,0.0,2021-12-21,172.99000549316406,AAPL,,,,,
356,AAPL,2021-12-22,0.0,0.0,0.0,2021-12-22,175.63999938964844,AAPL,,,,,
357,AAPL,2021-12-23,0.0,0.0,0.0,2021-12-23,176.27999877929688,AAPL,,,,,
358,AAPL,2021-12-24,0.0,0.0,0.0,,,,,,,,
359,AAPL,2021-12-25,0.0,0.0,0.0,,,,,,,,
360,AAPL,2021-12-26,0.0,0.0,0.0,,,,,,,,
361,AAPL,2021-12-27,0.0,0.0,0.0,2021-12-27,180.3300018310547,AAPL,,,,,
362,AAPL,2021-12-28,0.0,0.0,0.0,2021-12-28,179.2899932861328,AAPL,,,,,
363,AAPL,2021-12-29,0.0,0.0,0.0,2021-12-29,179.3800048828125,AAPL,,,,,
364,AAPL,2021-12-30,0.0,0.0,0.0,2021-12-30,178.1999969482422,AAPL,,,,,
365,AAPL,2021-12-31,0.0,0.0,0.0,2021-12-31,177.57000732421875,AAPL,,,,,
366,AAPL,2022-01-01,0.0,0.0,0.0,,,,,,,,
367,AAPL,2022-01-02,0.0,0.0,0.0,,,,,,,,
368,AAPL,2022-01-03,0.0,0.0,0.0,2022-01-03,182.00999450683594,AAPL,,,,,
369,AAPL,2022-01-04,0.0,0.0,0.0,2022-01-04,179.6999969482422,AAPL,,,,,
370,AAPL,2022-01-05,0.0,0.0,0.0,2022-01-05,174.9199981689453,AAPL,,,,,
371,AAPL,2022-01-06,0.0,0.0,0.0,2022-01-06,172.0,AAPL,,,,,
372,AAPL,2022-01-07,0.0,0.0,0.0,2022-01-07,172.1699981689453,AAPL,,,,,
373,AAPL,2022-01-08,0.0,0.0,0.0,,,,,,,,
374,AAPL,2022-01-09,0.0,0.0,0.0,,,,,,,,
375,AAPL,2022-01-10,0.0,0.0,0.0,2022-01-10,172.19000244140625,AAPL,,,,,
376,AAPL,2022-01-11,0.0,0.0,0.0,2022-01-11,175.0800018310547,AAPL,,,,,
377,AAPL,2022-01-12,0.0,0.0,0.0,2022-01-12,175.52999877929688,AAPL,,,,,
378,AAPL,2022-01-13,0.0,0.0,0.0,2022-01-13,172.19000244140625,AAPL,,,,,
379,AAPL,2022-01-14,0.0,0.0,0.0,2022-01-14,173.07000732421875,AAPL,,,,,
380,AAPL,2022-01-15,0.0,0.0,0.0,,,,,,,,
381,AAPL,2022-01-16,0.0,0.0,0.0,,,,,,,,
382,AAPL,2022-01-17,0.0,0.0,0.0,,,,,,,,
383,AAPL,2022-01-18,0.0,0.0,0.0,2022-01-18,169.8000030517578,AAPL,,,,,
384,AAPL,2022-01-19,0.0,0.0,0.0,2022-01-19,166.22999572753906,AAPL,,,,,
385,AAPL,2022-01-20,0.0,0.0,0.0,2022-01-20,164.50999450683594,AAPL,,,,,
386,AAPL,2022-01-21,0.0,0.0,0.0,2022-01-21,162.41000366210938,AAPL,,,,,
387,AAPL,2022-01-22,0.0,0.0,0.0,,,,,,,,
388,AAPL,2022-01-23,0.0,0.0,0.0,,,,,,,,
389,AAPL,2022-01-24,0.0,0.0,0.0,2022-01-24,161.6199951171875,AAPL,,,,,
390,AAPL,2022-01-25,0.0,0.0,0.0,2022-01-25,159.77999877929688,AAPL,,,,,
391,AAPL,2022-01-26,0.0,0.0,0.0,2022-01-26,159.69000244140625,AAPL,,,,,
392,AAPL,2022-01-27,0.0,0.0,0.0,2022-01-27,159.22000122070312,AAPL,,,,,
393,AAPL,2022-01-28,0.0,0.0,0.0,2022-01-28,170.3300018310547,AAPL,,,,,
394,AAPL,2022-01-29,0.0,0.0,0.0,,,,,,,,
395,AAPL,2022-01-30,0.0,0.0,0.0,,,,,,,,
396,AAPL,2022-01-31,0.0,0.0,0.0,2022-01-31,174.77999877929688,AAPL,,,,,
